name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2025-06-10,89.2,75.2,82.4,99.3,75.2,87.8,74.8,79.1,0.01,100,4.17,rain,0,0,30,10.8,236.4,1008.2,43.5,5.8,149.5,12.7,6,30,2025-06-10T07:03:47,2025-06-10T19:21:45,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-11,94.6,80,86.3,97.8,80,90.4,70.2,61.6,0,0,0,,0,0,17.9,8.8,225.7,1007.2,40,6.3,271.5,23.6,9,10,2025-06-11T07:03:57,2025-06-11T19:21:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-12,94.6,78.3,86.8,102.7,78.3,93.2,72.7,64.3,0,0,0,rain,0,0,18.8,7.6,241.6,1007.8,38.8,6.3,260.2,22.3,9,30,2025-06-12T07:04:09,2025-06-12T19:22:12,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-13,93,80.6,87,104.5,86.1,95.8,74.9,68.4,0,0,0,,0,0,16.8,9.8,184.3,1008.6,40.2,6.1,238.3,20.8,8,30,2025-06-13T07:04:20,2025-06-13T19:22:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-14,93,80.6,86.9,104.8,86.2,96.3,75.3,69.3,0,0,0,rain,0,0,17.2,12.1,193.8,1009.2,41.5,6.2,241,20.8,8,60,2025-06-14T07:04:32,2025-06-14T19:22:39,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-15,95.9,78,85.1,106.8,78,93.4,76,75.9,0.049,100,4.17,rain,0,0,13.6,8.7,253.5,1008.5,42.2,6.1,214.7,18.5,8,30,2025-06-15T07:04:44,2025-06-15T19:22:52,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-16,91.1,76.8,81.7,102.3,76.8,87.4,75.9,83,0.997,100,8.33,rain,0,0,33.3,9.5,318,1009.8,42.6,5.8,196.9,17.1,8,60,2025-06-16T07:04:56,2025-06-16T19:23:06,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-17,91.2,76.8,83.4,101.8,76.8,89.2,75.4,78,0.014,100,4.17,rain,0,0,18.8,10.5,312.1,1010.8,41.2,6,205.1,17.6,6,30,2025-06-17T07:05:08,2025-06-17T19:23:19,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-18,92.7,76.6,83.9,100.1,76.6,87.9,72.7,71.5,0.229,100,4.17,rain,0,0,18.6,7.8,305.3,1010.5,40.5,6.1,219,19.1,9,10,2025-06-18T07:05:21,2025-06-18T19:23:33,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-19,94.2,80.2,85.4,104.6,85.2,93.8,75.3,72.8,0.007,100,4.17,rain,0,0,14.1,7.7,302.3,1009.5,40.4,6.2,145.5,12.6,5,10,2025-06-19T07:05:34,2025-06-19T19:23:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-20,86.1,75,81.3,93.7,75,86.7,74.5,80.2,0.016,100,4.17,rain,0,0,17.4,9.9,279.6,1010.6,42.3,5.9,188.1,16.1,8,30,2025-06-20T07:05:47,2025-06-20T19:23:59,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-21,91,76.7,83.1,99.8,76.7,88.3,73.8,74.9,0.164,100,4.17,rain,0,0,19,6.7,277.1,1009.8,40.3,6.2,214,18.6,8,10,2025-06-21T07:06:00,2025-06-21T19:24:12,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-22,94.2,78.1,84.6,100.6,78.1,89.4,72.9,69.9,0,0,0,,0,0,16.1,6.5,295.8,1009.5,38.4,6.1,255,22.1,9,10,2025-06-22T07:06:13,2025-06-22T19:24:25,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-23,93.9,78.7,85.6,105.7,78.7,93.2,74.9,71.7,0,0,0,rain,0,0,18.3,7.5,291.2,1009.1,40.3,6.1,232.9,20,8,30,2025-06-23T07:06:26,2025-06-23T19:24:38,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-24,92.5,80.4,85.7,104.2,85.5,94.3,75.3,72.1,0,0,0,rain,0,0,14.3,8.7,185.9,1009.2,40.4,6.1,234.4,20.2,8,30,2025-06-24T07:06:39,2025-06-24T19:24:50,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-25,91.6,79.9,84.9,102.6,79.9,92.6,75,73.2,0.043,100,4.17,rain,0,0,18.1,12.8,161.1,1009.5,41,6.1,212,18.3,8,30,2025-06-25T07:06:52,2025-06-25T19:25:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-26,92.6,82,86.1,103.8,87.7,93.9,73.9,67.5,0,0,0,rain,0,0,17.9,14.2,162,1009.2,40.7,6.1,209.6,17.9,8,60,2025-06-26T07:07:05,2025-06-26T19:25:15,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-27,90.9,80.4,83,101.9,85,90.3,75.3,78.2,0,0,0,,0,0,13.9,9,159.6,1009.2,40.5,6.2,163.7,14.1,5,60,2025-06-27T07:07:19,2025-06-27T19:25:27,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-28,92.7,78.8,84.8,101.9,78.8,90.9,74.1,72.1,0.125,100,4.17,rain,0,0,17,9.5,212.4,1009.1,40.8,6,222.3,19,8,60,2025-06-28T07:07:32,2025-06-28T19:25:38,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-29,94.6,76.6,84.3,102.3,76.6,88.7,71.9,68.2,0.005,100,4.17,rain,0,0,11.4,13.5,197.3,1008.4,40.3,6.2,232.7,20,9,10,2025-06-29T07:07:45,2025-06-29T19:25:49,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-06-30,91.2,78.3,84.4,102,78.3,91.4,74.3,72.5,0.048,100,4.17,rain,0,0,16.6,8.5,242.1,1008,40.9,6.2,235.3,20.3,8,30,2025-06-30T07:07:58,2025-06-30T19:26:00,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-01,92.5,78.4,84.7,104,78.4,91.4,75,73.7,0,0,0,rain,0,0,15,7.6,256.2,1008.7,40.4,6.1,232.6,20.1,8,60,2025-07-01T07:08:10,2025-07-01T19:26:11,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-02,89.1,76.5,81.4,97.6,76.5,86.2,75.9,83.9,0,0,0,rain,0,0,12.3,10.4,249.4,1009.5,40.3,5.7,166,14.2,6,30,2025-07-02T07:08:23,2025-07-02T19:26:21,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-03,91,78.4,82.8,101.8,78.4,88.3,75.7,80.1,0.008,100,4.17,rain,0,0,13.6,9.5,227.4,1010,40.6,6.1,192.3,16.6,8,30,2025-07-03T07:08:35,2025-07-03T19:26:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-04,88.9,76.8,82.4,99,76.8,87.6,74.8,78.6,0.007,100,4.17,rain,0,0,18.1,8.7,263.4,1010.3,40.6,6,227.1,19.5,8,30,2025-07-04T07:08:48,2025-07-04T19:26:40,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-05,91,78.4,83.6,103.1,78.4,89.3,74.5,75,0.1,100,4.17,rain,0,0,17,9.4,258.2,1009.3,40.5,6.2,253.3,21.8,9,60,2025-07-05T07:09:00,2025-07-05T19:26:49,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-06,91,77,84,101.9,77,90,74.6,74.3,0,0,0,rain,0,0,16.8,8.7,221.1,1009.4,40.4,6.2,238.9,20.6,9,60,2025-07-06T07:09:12,2025-07-06T19:26:57,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-07,93,78.6,85.3,102.2,78.6,91.5,73.4,68.9,0,0,0,,0,0,18.6,10.7,176.5,1009.2,39.7,6.3,242.6,20.9,8,60,2025-07-07T07:09:23,2025-07-07T19:27:05,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-08,91.2,79.1,84.8,101.7,79.1,91.9,74,70.5,0,0,0,,0,0,13.9,9.7,273.5,1010.3,40.3,6.2,196.8,16.9,7,30,2025-07-08T07:09:34,2025-07-08T19:27:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-09,96.2,80,86.4,104.3,80,92.8,73.2,66.7,0,0,0,rain,0,0,22.6,8.5,241.4,1009.6,39.5,6.3,263.9,22.6,9,30,2025-07-09T07:09:45,2025-07-09T19:27:20,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-10,94.5,78.6,86.8,99.4,78.6,91.6,71.2,62.3,0,0,0,,0,0,23,10.9,279.8,1008.1,39.7,6.2,246.3,21.3,9,30,2025-07-10T07:09:56,2025-07-10T19:27:26,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-11,96.2,78.4,86.7,105.1,78.4,93.1,72.8,64.7,0,0,0,,0,0,25.7,9.7,308.7,1006.7,40.3,6.2,259.2,22.4,8,30,2025-07-11T07:10:06,2025-07-11T19:27:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-12,89.1,76.6,83,99.2,76.6,89,74.7,76.9,0.001,100,4.17,rain,0,0,15.2,8.6,172.1,1008.5,41.2,6,153.1,13.3,6,30,2025-07-12T07:10:16,2025-07-12T19:27:37,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-13,92.6,80.2,84.9,104,85.3,92.5,74.7,72.5,0,0,0,rain,0,0,17.9,7.4,188.5,1009.1,42.4,6.2,160.7,13.7,6,30,2025-07-13T07:10:26,2025-07-13T19:27:42,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-14,89.5,80.2,85.1,99.4,85.1,92.5,74.1,70.5,0.032,100,4.17,rain,0,0,19.7,10.7,179.7,1009.2,40.8,6.2,190.8,16.5,8,30,2025-07-14T07:10:35,2025-07-14T19:27:46,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-15,91,80.1,85.5,98.1,83.9,91.7,72.4,65.5,0.003,100,4.17,rain,0,0,24.8,7.8,176.1,1008.8,38.5,6.2,188.1,16.2,8,30,2025-07-15T07:10:44,2025-07-15T19:27:50,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-16,92.7,82,86.7,102.2,88.6,94.5,73.9,66.8,0,0,0,,0,0,19.7,9.8,182.4,1008.6,40.5,6.2,245.5,21.1,8,10,2025-07-16T07:10:53,2025-07-16T19:27:53,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-17,92.1,80.2,85.6,99.8,85,92,72.8,66.9,0,0,0,,0,0,17.4,9.5,207.3,1008.8,40,6.1,201.2,17.4,7,10,2025-07-17T07:11:01,2025-07-17T19:27:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-18,96.2,76.8,86.1,101.8,76.8,90.1,71.1,63.3,0,0,0,,0,0,23,7.6,245.4,1008.3,39.8,6.3,285.9,24.6,9,10,2025-07-18T07:11:08,2025-07-18T19:27:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-19,94.6,79.9,86.6,97.7,79.9,91.4,70.6,60.8,0,0,0,,0,0,27.1,12.7,239.4,1006.9,39.8,6,272.5,23.3,9,10,2025-07-19T07:11:15,2025-07-19T19:27:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-20,92.8,80,85.8,98.1,80,90.9,71.2,62.9,0,0,0,,0,0,30.4,12.6,230,1007.1,40,5.9,259.1,22.3,9,10,2025-07-20T07:11:22,2025-07-20T19:27:59,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-21,94.4,80.2,87.1,99.3,84.6,92.5,71.2,61,0,0,0,,0,0,23.9,9.6,241.5,1008.1,40,5.8,248.4,21.4,9,10,2025-07-21T07:11:28,2025-07-21T19:27:59,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-22,89.1,78.6,83.9,99.4,78.6,90.2,73.8,72.4,0.278,100,4.17,rain,0,0,24.2,8.5,301.9,1007.7,40.6,5.6,225.1,19.5,8,10,2025-07-22T07:11:34,2025-07-22T19:27:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-23,91,79.8,84.9,102.2,79.8,91.4,74,70.5,0,0,0,,0,0,17.9,10.7,212.3,1006.8,40,5.3,250.1,21.4,8,10,2025-07-23T07:11:39,2025-07-23T19:27:57,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-24,91.1,78.6,84.9,104,78.6,92.6,74.9,72.8,0,0,0,,0,0,17,9.5,245.1,1007.3,40.6,5.4,231.7,20,8,30,2025-07-24T07:11:44,2025-07-24T19:27:54,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-25,89.3,80.2,84.4,98,85.3,92.4,75.3,74.8,0.007,100,4.17,rain,0,0,14.3,8.7,188.6,1008.2,40.3,5.2,180.9,15.8,7,30,2025-07-25T07:11:48,2025-07-25T19:27:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-26,92.3,78.7,85.1,102.2,78.7,93.6,76.1,75.6,0,0,0,rain,0,0,16.8,9.5,237.1,1009.3,40.5,5.2,197.7,17.1,8,30,2025-07-26T07:11:52,2025-07-26T19:27:48,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-27,92.8,80.2,84.2,102.4,85.8,92.3,75.7,76.5,0,0,0,rain,0,0,13.4,6.7,247.1,1009.6,39.9,5.4,232.7,20,8,30,2025-07-27T07:11:55,2025-07-27T19:27:44,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-28,94.4,76.8,85.2,106.3,76.8,91.2,74.4,72.1,0.111,100,4.17,rain,0,0,12.3,8.7,217.6,1008.9,40.4,6,292.9,25.2,10,30,2025-07-28T07:11:57,2025-07-28T19:27:39,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-29,92.8,80.6,85.9,102.6,86.2,95.2,75.7,72.4,0.02,100,8.33,rain,0,0,19,11.1,189.9,1008.2,37.1,5.9,227.2,19.6,8,30,2025-07-29T07:11:59,2025-07-29T19:27:34,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-30,92.5,78.1,85.4,102.4,78.1,93.4,75.2,72.7,0.205,100,4.17,rain,0,0,25.3,8.8,197.5,1009.3,42.4,6.1,189.7,16.4,7,30,2025-07-30T07:12:01,2025-07-30T19:27:28,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-07-31,94.4,80.2,86.4,104.3,86.1,94.8,75,70.3,0,0,0,rain,0,0,18.1,9.8,186.5,1008.6,40.2,6,239.8,20.7,8,30,2025-07-31T07:12:02,2025-07-31T19:27:21,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-01,89.4,79.9,83.4,102.1,79.9,92,76.5,80.2,1.705,100,4.17,rain,0,0,20.1,7.9,198.6,1008.3,41.9,5.9,174.4,15.2,7,30,2025-08-01T07:12:02,2025-08-01T19:27:13,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-02,92.8,80.2,86.2,101.3,84.7,93.2,73.5,67.6,0,0,0,,0,0,19.5,11.2,178.2,1008.5,40.1,6.2,218.5,19,7,30,2025-08-02T07:12:02,2025-08-02T19:27:05,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-03,92.8,80.2,86,100.1,84.9,92.4,72.7,65.8,0,0,0,rain,0,0,16.8,12.2,204.8,1009.5,40.2,6.2,241.8,20.7,8,60,2025-08-03T07:12:02,2025-08-03T19:26:57,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-04,90.4,74.7,81,99.7,74.7,85.8,73.7,79.4,0,0,0,rain,0,0,21.3,10.5,270.3,1010.5,43.1,5.9,172.7,14.8,8,30,2025-08-04T07:12:00,2025-08-04T19:26:47,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-05,94.1,75,81.7,105.8,75,86.7,73.9,78.7,1.134,100,12.5,rain,0,0,11.6,10.6,262.7,1009.9,41,6.1,203.4,17.5,8,10,2025-08-05T07:11:59,2025-08-05T19:26:37,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-06,87.3,78.6,82.2,96.9,78.6,88.2,75.8,81.4,0,0,0,rain,0,0,16.6,9.6,310.4,1009.5,41.5,5.8,218.1,18.8,7,30,2025-08-06T07:11:56,2025-08-06T19:26:26,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-07,92.8,78.5,84.7,102.3,78.5,90.9,74.6,73.3,0,0,0,,0,0,15.9,7.5,216.4,1009.4,41.2,6.2,260.8,22.4,9,30,2025-08-07T07:11:54,2025-08-07T19:26:15,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-08,92.9,77.7,83.1,104.4,77.7,88.2,75.1,78.3,0,0,0,rain,0,0,16.8,8.5,265.5,1010.3,40.5,5.7,237.6,20.3,8,30,2025-08-08T07:11:50,2025-08-08T19:26:03,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-09,92.9,76.8,82.7,104.3,76.8,87.4,75.1,79.3,0.104,100,4.17,rain,0,0,15.4,9.7,291.5,1011.1,40.5,5.8,264.8,22.9,9,30,2025-08-09T07:11:46,2025-08-09T19:25:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-10,87.1,77.1,80.2,95.2,77.1,82.6,74.7,83.8,0.014,100,4.17,rain,0,0,19.9,13.5,281.3,1010.9,40.4,5.6,174.7,15.1,6,30,2025-08-10T07:11:42,2025-08-10T19:25:37,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-11,89.2,75,81.8,97.7,75,85.7,73.1,76.2,0.097,100,4.17,rain,0,0,21.3,8.8,326.3,1010.4,42.6,6,116.4,10.2,4,30,2025-08-11T07:11:37,2025-08-11T19:25:23,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-12,92.7,78.5,84.7,100.1,78.5,90.2,73.2,69.7,0,0,0,,0,0,18.3,6.5,289.2,1009.2,43.5,6.1,221.2,19.1,9,10,2025-08-12T07:11:31,2025-08-12T19:25:08,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-13,91,80.2,84.3,100.8,84.5,91.4,74.2,72.6,0,0,0,,0,0,13.2,6.9,203.6,1010.1,40.5,6.2,122,10.6,4,30,2025-08-13T07:11:25,2025-08-13T19:24:53,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-14,90.7,76,80.8,101.3,76,85,74.5,82,0.007,100,4.17,rain,0,0,15.7,5.5,95.7,1009.7,41.1,5.8,222.7,19.2,8,60,2025-08-14T07:11:19,2025-08-14T19:24:37,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-15,92.6,73.8,82.2,99.9,73.8,85.7,72.9,75.1,1.956,100,4.17,rain,0,0,18.3,9.6,262.7,1008.6,40.4,6.1,168.1,14.5,8,30,2025-08-15T07:11:12,2025-08-15T19:24:21,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-16,92.5,74.4,82.8,98.6,74.4,87.4,72.4,72.6,0.406,100,8.33,rain,0,0,33.3,8.4,162.7,1008,41.7,5.9,226.3,19.6,8,30,2025-08-16T07:11:05,2025-08-16T19:24:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
Malaysia,2025-08-17,91.2,77.9,83.7,99.8,77.9,89.3,73.2,71.7,0,0,0,rain,0,0,32.2,15.4,202.6,1008.9,41.2,6,206.4,17.8,7,30,2025-08-17T07:10:57,2025-08-17T19:23:47,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,MYI0000WMKK,MYI0000WMSA,WMKK"
